Topic,Timestamp,Words,Frequency,Name
0,2018-10-01,"dailybriefing, yuan, fined, bolsonaro, attempted",2,0_covid_coronavirus_covid19_vaccine
0,2018-12-01,"kaslow, immunizations, middleincome, urge, going",1,0_covid_coronavirus_covid19_vaccine
0,2019-01-01,"measles, antivaccination, evolutions, corners, unvaccinated",1,0_covid_coronavirus_covid19_vaccine
0,2019-02-01,"chikwe, ihekweazu, nigerian, nigeria, doctor",1,0_covid_coronavirus_covid19_vaccine
0,2019-03-01,"schoolstrike4climate, chocolatier, misunderstandings, prediabetes, supervisor",2,0_covid_coronavirus_covid19_vaccine
0,2019-04-01,"papillomavirus, distorted, misinformation, facts, undermine",1,0_covid_coronavirus_covid19_vaccine
0,2019-05-01,"berkley, seth, lags, middleincome, immunization",1,0_covid_coronavirus_covid19_vaccine
0,2019-06-01,"overwhelmingly, vaccines, ukraine, agree, doubt",1,0_covid_coronavirus_covid19_vaccine
0,2019-07-01,"compulsory, immunizations, betsch, omer, saad",2,0_covid_coronavirus_covid19_vaccine
0,2019-10-01,"pandemics, snowdens, shaped, infectious, society",2,0_covid_coronavirus_covid19_vaccine
0,2019-11-01,"immunization, samoa, vaccination, measles, vaccines",6,0_covid_coronavirus_covid19_vaccine
0,2019-12-01,"thousandauthor, institutes, outbreaks, brucella, prisoner",2,0_covid_coronavirus_covid19_vaccine
0,2020-01-01,"coronavirus, wuhan, outbreak, lockeddown, hilgenfeld",6,0_covid_coronavirus_covid19_vaccine
0,2020-02-01,"coronavirus, outbreak, daily, briefing, covid",20,0_covid_coronavirus_covid19_vaccine
0,2020-03-01,"coronavirus, covid19, outbreak, pandemic, covid",41,0_covid_coronavirus_covid19_vaccine
0,2020-04-01,"coronavirus, covid19, pandemic, covid, vaccine",74,0_covid_coronavirus_covid19_vaccine
0,2020-05-01,"coronavirus, pandemic, covid19, covid, vaccines",68,0_covid_coronavirus_covid19_vaccine
0,2020-06-01,"coronavirus, covid19, pandemic, covid, sarscov2",51,0_covid_coronavirus_covid19_vaccine
0,2020-07-01,"coronavirus, covid19, pandemic, covid, vaccines",39,0_covid_coronavirus_covid19_vaccine
0,2020-08-01,"coronavirus, covid19, pandemic, covid, interventions",36,0_covid_coronavirus_covid19_vaccine
0,2020-09-01,"coronavirus, covid19, vaccine, covid, nonpharmaceutical",35,0_covid_coronavirus_covid19_vaccine
0,2020-10-01,"covid, covid19, coronavirus, vaccines, vaccine",30,0_covid_coronavirus_covid19_vaccine
0,2020-11-01,"covid, vaccine, pandemic, covid19, coronavirus",40,0_covid_coronavirus_covid19_vaccine
0,2020-12-01,"covid, vaccine, pandemic, pfizerbiontech, coronavirus",32,0_covid_coronavirus_covid19_vaccine
0,2021-01-01,"covid, vaccine, coronavirus, vaccines, pandemic",44,0_covid_coronavirus_covid19_vaccine
0,2021-02-01,"covid, coronavirus, vaccines, covid19, pandemic",41,0_covid_coronavirus_covid19_vaccine
0,2021-03-01,"covid, pandemic, vaccine, vaccines, coronavirus",44,0_covid_coronavirus_covid19_vaccine
0,2021-04-01,"covid, vaccines, vaccine, pandemic, coronavirus",48,0_covid_coronavirus_covid19_vaccine
0,2021-05-01,"covid, b117, covid19, coronavirus, sgtf",49,0_covid_coronavirus_covid19_vaccine
0,2021-06-01,"covid, coronavirus, pandemic, covid19, app",43,0_covid_coronavirus_covid19_vaccine
0,2021-07-01,"covid, coronavirus, vaccine, covid19, vaccines",46,0_covid_coronavirus_covid19_vaccine
0,2021-08-01,"covid, vaccine, delta, vaccines, covid19",36,0_covid_coronavirus_covid19_vaccine
0,2021-09-01,"covid, vaccine, covid19, vaccines, nudges",25,0_covid_coronavirus_covid19_vaccine
0,2021-10-01,"covid, covid19, vaccines, pandemic, vaccine",38,0_covid_coronavirus_covid19_vaccine
0,2021-11-01,"covid, travellers, pandemic, covid19, vaccines",31,0_covid_coronavirus_covid19_vaccine
0,2021-12-01,"covid, covid19, pandemic, vaccines, coronavirus",29,0_covid_coronavirus_covid19_vaccine
0,2022-01-01,"covid, people, antivirals, nocebo, covid19",13,0_covid_coronavirus_covid19_vaccine
0,2022-02-01,"covid, covid19, vaccine, modernas, pandemic",20,0_covid_coronavirus_covid19_vaccine
0,2022-03-01,"covid, covid19, pandemic, coronavirus, vaccine",37,0_covid_coronavirus_covid19_vaccine
0,2022-04-01,"covid, covid19, pandemic, vaccines, infected",18,0_covid_coronavirus_covid19_vaccine
0,2022-05-01,"covid, children, coronavirus, covid19, pandemic",19,0_covid_coronavirus_covid19_vaccine
0,2022-06-01,"covid, doctors, covid19, vaccines, vaccine",20,0_covid_coronavirus_covid19_vaccine
0,2022-07-01,"covid, vaccine, mandates, covid19, sewage",16,0_covid_coronavirus_covid19_vaccine
0,2022-08-01,"covid, clots, covid19, pandemic, immunizations",16,0_covid_coronavirus_covid19_vaccine
0,2022-09-01,"wastewater, covid, coronavirus, sarscov2, lockdowns",13,0_covid_coronavirus_covid19_vaccine
0,2022-10-01,"delta, covid, pandemic, england, coronavirus",18,0_covid_coronavirus_covid19_vaccine
0,2022-11-01,"covid, covid19, recommendations, vaccine, hoarding",14,0_covid_coronavirus_covid19_vaccine
0,2022-12-01,"covid, covid19, deaths, pandemic, wave",16,0_covid_coronavirus_covid19_vaccine
0,2023-01-01,"discriminatory, attitudes, unvaccinated, covid19, pandemic",4,0_covid_coronavirus_covid19_vaccine
1,2005-09-01,"19282005, keeling, halve, 2050, charles",3,1_climate_emissions_change_warming
1,2005-10-01,"climbs, soaring, warnings, ministers, posed",2,1_climate_emissions_change_warming
1,2005-11-01,"climate, emissions, policy, petit, bamzai",7,1_climate_emissions_change_warming
1,2005-12-01,"conference, kyoto, montreal, twintrack, signing",3,1_climate_emissions_change_warming
1,2006-01-01,"unimpressed, clean, alternativeenergy, asiapacific, climate",5,1_climate_emissions_change_warming
1,2006-02-01,"pare, 410412, schwarzenegger, arnold, governor",3,1_climate_emissions_change_warming
1,2006-03-01,"microgeneration, obstructionist, evangelicals, pielkes, fatherson",4,1_climate_emissions_change_warming
1,2006-04-01,"wrathful, invoking, gods, biosphere, false",1,1_climate_emissions_change_warming
1,2006-05-01,"emissions, eco, matinee, searing, climate",7,1_climate_emissions_change_warming
1,2006-06-01,"climate, hockeystick, keel, saxons, insurers",7,1_climate_emissions_change_warming
1,2006-07-01,"allowance, joneses, politician, credits, advocates",1,1_climate_emissions_change_warming
1,2006-08-01,"basically, sequestration, carbon, charcoal, receiving",5,1_climate_emissions_change_warming
1,2006-09-01,"quashed, suing, yawning, appointees, noaa",4,1_climate_emissions_change_warming
1,2006-10-01,"aint, exxonmobil, censor, court, forthcoming",4,1_climate_emissions_change_warming
1,2006-11-01,"climate, emissions, upped, britain, nairobi",10,1_climate_emissions_change_warming
1,2006-12-01,"commuters, offsetting, save, credits, courts",3,1_climate_emissions_change_warming
1,2007-01-01,"underwhelmed, climate, daylightsaving, columnist, reengage",5,1_climate_emissions_change_warming
1,2007-02-01,"climate, ipcc, warming, wara, dissenters",12,1_climate_emissions_change_warming
1,2007-03-01,"climate, coal, energy, marris, emma",11,1_climate_emissions_change_warming
1,2007-04-01,"emissions, giles, climate, warming, jim",8,1_climate_emissions_change_warming
1,2007-05-01,"climate, summit, misspent, change, emissions",11,1_climate_emissions_change_warming
1,2007-06-01,"energygoround, windenergy, daemon, fairless, chipman",3,1_climate_emissions_change_warming
1,2007-07-01,"saturday, megaconcert, concerts, headway, newsnaturecom",2,1_climate_emissions_change_warming
1,2007-08-01,"translate, accounting, climate, scheme, jobs",4,1_climate_emissions_change_warming
1,2007-09-01,"jobs, climate, coal, enrolling, 618619",7,1_climate_emissions_change_warming
1,2007-10-01,"paroma, basu, kyoto, climate, feet",8,1_climate_emissions_change_warming
1,2007-11-01,"ipcc, greenhousegas, emissions, climate, steel",12,1_climate_emissions_change_warming
1,2007-12-01,"bali, californias, feds, indefatigable, climate",7,1_climate_emissions_change_warming
1,2008-01-01,"jobbing, prescriptive, ditchers, emissions, practicalities",5,1_climate_emissions_change_warming
1,2008-02-01,"farms, futuregen, utilities, offshore, kyoto",4,1_climate_emissions_change_warming
1,2008-03-01,"reay, subtitle, sir, gabrielle, climate",1,1_climate_emissions_change_warming
1,2008-04-01,"underestimated, wigley, carbondioxide, carbontrading, challenge",4,1_climate_emissions_change_warming
1,2008-05-01,"overpopulation, attributing, crises, climate, metaanalysis",3,1_climate_emissions_change_warming
1,2008-07-01,"g8, grid, climate, electricity, stoking",7,1_climate_emissions_change_warming
1,2008-08-01,"climateimpacts, roleplay, terawatts, developingworld, shut",3,1_climate_emissions_change_warming
1,2008-09-01,"testifying, climate, rajendra, envelope, hansen",5,1_climate_emissions_change_warming
1,2008-10-01,"climateregulation, climate, windenergy, costcutting, houghton",8,1_climate_emissions_change_warming
1,2008-11-01,"lash, jetsetting, industryfriendly, watchdogs, legally",5,1_climate_emissions_change_warming
1,2008-12-01,"topple, concessions, carbonoffset, pipe, sucking",5,1_climate_emissions_change_warming
1,2009-01-01,"prices, wind, renewable, spurning, windpower",4,1_climate_emissions_change_warming
1,2009-02-01,"huq, saleemul, nairobi, energydependent, melanie",4,1_climate_emissions_change_warming
1,2009-03-01,"exports, copenhagen, climate, energy, greenhousegas",10,1_climate_emissions_change_warming
1,2009-04-01,"climate, carbon, emissions, overshoot, capitalism",20,1_climate_emissions_change_warming
1,2009-05-01,"nobellists, provincial, columbias, technicians, 1100",7,1_climate_emissions_change_warming
1,2009-06-01,"climate, snarled, jobs, ministerial, specifics",7,1_climate_emissions_change_warming
1,2009-07-01,"g8, climate, jobs, green, laid",11,1_climate_emissions_change_warming
1,2009-08-01,"exacts, climate, twoday, mull, panel",8,1_climate_emissions_change_warming
1,2009-09-01,"climate, copenhagen, stapledtogether, jouzel, deal",9,1_climate_emissions_change_warming
1,2009-10-01,"copenhagen, climate, emissions, nations, kyoto",15,1_climate_emissions_change_warming
1,2009-11-01,"emails, copenhagen, climate, lisbon, anglia",7,1_climate_emissions_change_warming
1,2009-12-01,"copenhagen, climate, climatologists, lowcarbon, agreement",12,1_climate_emissions_change_warming
1,2010-01-01,"gluyas, jon, sceptics, climate, geoenergy",7,1_climate_emissions_change_warming
1,2010-02-01,"climate, ipcc, conflicts, sequestration, interest",7,1_climate_emissions_change_warming
1,2010-03-01,"climate, exhortation, pundits, battering, rerun",4,1_climate_emissions_change_warming
1,2010-04-01,"meinshausen, malte, interacademy, council, joeri",4,1_climate_emissions_change_warming
1,2010-05-01,"stott, peter, log, thorne, arrives",3,1_climate_emissions_change_warming
1,2010-06-01,"trading, climate, iqbal, quadir, empowerment",6,1_climate_emissions_change_warming
1,2010-07-01,"climate, trust, facts, greenhousegas, bonvillian",8,1_climate_emissions_change_warming
1,2010-08-01,"19452010, schneider, capandtrade, fallen, victim",3,1_climate_emissions_change_warming
1,2010-09-01,"unrest, disputed, civil, wars, climate",5,1_climate_emissions_change_warming
1,2010-10-01,"ipcc, crusaders, weitzman, climate, educators",5,1_climate_emissions_change_warming
1,2010-11-01,"coal, copenhagen, climate, believe, heinberg",7,1_climate_emissions_change_warming
1,2010-12-01,"supergrid, electricity, cancn, embarking, windgenerated",5,1_climate_emissions_change_warming
1,2011-01-01,"warnings, unheeded, carboncapture, undermining, scepticism",3,1_climate_emissions_change_warming
1,2011-02-01,"rebound, aldy, energyefficiency, strife, tangle",3,1_climate_emissions_change_warming
1,2011-03-01,"dessler, climate, arpaes, madeleine, thomson",6,1_climate_emissions_change_warming
1,2011-04-01,"cleanenergy, climate, pollack, underrecognized, carbonsequestration",7,1_climate_emissions_change_warming
1,2011-05-01,"climate, renewable, foresees, whiteman, lenton",7,1_climate_emissions_change_warming
1,2011-06-01,"climate, kysar, mondays, unjustified, prins",7,1_climate_emissions_change_warming
1,2011-07-01,"sceptics, libertarian, bast, maslin, heartland",3,1_climate_emissions_change_warming
1,2011-08-01,"econetwork, systematically, ready, ambitious, launches",1,1_climate_emissions_change_warming
1,2011-09-01,"dj, terra, nova, sinfonia, smil",5,1_climate_emissions_change_warming
1,2011-10-01,"dalian, piecemeal, climatologist, emissions, climate",4,1_climate_emissions_change_warming
1,2011-11-01,"kyoto, durban, negotiations, climate, greenhousegas",6,1_climate_emissions_change_warming
1,2011-12-01,"durban, climate, talks, fund, sequel",8,1_climate_emissions_change_warming
1,2012-01-01,"climate, parapet, saffron, heads, artaxo",8,1_climate_emissions_change_warming
1,2012-02-01,"hone, dishonesty, tempting, meyer, ryan",3,1_climate_emissions_change_warming
1,2012-03-01,"climate, hellman, kasting, arpae, uss",6,1_climate_emissions_change_warming
1,2012-04-01,"coal, kebin, huo, sulphates, underline",6,1_climate_emissions_change_warming
1,2012-06-01,"texass, blackstock, gigatonne, climate, sukhdev",6,1_climate_emissions_change_warming
1,2012-08-01,"energy, sustainable, naysayers, rapley, opportunities",4,1_climate_emissions_change_warming
1,2012-09-01,"president, earns, barack, second, obama",1,1_climate_emissions_change_warming
1,2012-10-01,"apocalyptically, slumping, kareiva, optimists, inclined",3,1_climate_emissions_change_warming
1,2012-11-01,"kyoto, climate, treaty, emissions, looming",14,1_climate_emissions_change_warming
1,2012-12-01,"characterizes, inertia, climates, enough, politicians",1,1_climate_emissions_change_warming
1,2013-01-01,"uncertainties, mitigation, climate, costs, cost",9,1_climate_emissions_change_warming
1,2013-02-01,"shale, moniz, overhyped, ernest, tipped",2,1_climate_emissions_change_warming
1,2013-03-01,"unsound, unjustifiable, pontiff, ppm, catholic",3,1_climate_emissions_change_warming
1,2013-04-01,"renewable, crossroads, gamble, slash, hurdles",2,1_climate_emissions_change_warming
1,2013-05-01,"solow, lowcarbon, cleaner, californias, peace",2,1_climate_emissions_change_warming
1,2013-06-01,"windiest, sunniest, nelder, capandtrade, stymie",4,1_climate_emissions_change_warming
1,2013-07-01,"emissions, allowable, lowered, climate, warming",6,1_climate_emissions_change_warming
1,2013-08-01,"grid, lowcarbon, blackout, tingley, lyndon",5,1_climate_emissions_change_warming
1,2013-09-01,"ipcc, climate, intergovernmental, nimbler, ottmar",7,1_climate_emissions_change_warming
1,2013-10-01,"economics, whiteman, gail, fixing, welcomes",2,1_climate_emissions_change_warming
1,2013-11-01,"warsaw, wellpublicized, flashpoints, thrash, soldier",2,1_climate_emissions_change_warming
1,2014-01-01,"eu, europes, invitation, targets, cuts",3,1_climate_emissions_change_warming
1,2014-02-01,"scientistversusactivist, levermann, pitching, countrylevel, climatesmart",3,1_climate_emissions_change_warming
1,2014-03-01,"microgrids, publicpolicy, jessika, trancik, levin",3,1_climate_emissions_change_warming
1,2014-04-01,"climate, intergovernmental, ipcc, emissions, change",7,1_climate_emissions_change_warming
1,2014-05-01,"carboncapture, dent, projects, yang, deployment",3,1_climate_emissions_change_warming
1,2014-06-01,"palen, hayhoe, recharging, oilsands, wendy",3,1_climate_emissions_change_warming
1,2014-07-01,"emissionscontrol, carbonpricing, mulling, sovacool, repeal",3,1_climate_emissions_change_warming
1,2014-08-01,"xls, emissions, palmer, qiang, keystone",4,1_climate_emissions_change_warming
1,2014-09-01,"enthusiasm, climate, summit, giankasper, plattner",6,1_climate_emissions_change_warming
1,2014-10-01,"climate, gas, kennel, energyclimate, natural",4,1_climate_emissions_change_warming
1,2014-11-01,"uschina, trance, agree, climate, emissions",4,1_climate_emissions_change_warming
1,2014-12-01,"lima, stumbled, undecided, brokers, honest",3,1_climate_emissions_change_warming
1,2015-01-01,"reserves, climate, python, oil, warming",8,1_climate_emissions_change_warming
1,2015-02-01,"roadtest, arpae, abandons, futuregen, retrofitted",5,1_climate_emissions_change_warming
1,2015-03-01,"infringe, climate, testified, fabian, emissions",4,1_climate_emissions_change_warming
1,2015-04-01,"climate, rusbridger, sterns, divestment, propelling",4,1_climate_emissions_change_warming
1,2015-05-01,"divestment, fossilfuel, advisers, campaign, ganesan",5,1_climate_emissions_change_warming
1,2015-06-01,"pope, climate, vatican, change, glacierprotection",10,1_climate_emissions_change_warming
1,2015-07-01,"grubler, arnulf, emissions, lodge, stances",5,1_climate_emissions_change_warming
1,2015-08-01,"emissions, cement, fuel, greenhousegas, carboncredit",6,1_climate_emissions_change_warming
1,2015-09-01,"democracy, climate, gernot, stehr, pontiff",5,1_climate_emissions_change_warming
1,2015-10-01,"climate, intergovernmental, hoesung, panel, elected",11,1_climate_emissions_change_warming
1,2015-11-01,"paris, climate, talks, economic, examines",22,1_climate_emissions_change_warming
1,2015-12-01,"paris, climate, were, talks, reading",19,1_climate_emissions_change_warming
1,2016-01-01,"impactrelated, regional, emissions, co2, climate",4,1_climate_emissions_change_warming
1,2016-02-01,"emissions, climate, mitigation, idly, shareholders",8,1_climate_emissions_change_warming
1,2016-03-01,"chinas, forcing, radiative, climate, warming",4,1_climate_emissions_change_warming
1,2016-04-01,"egan, mullin, climate, paris, weather",5,1_climate_emissions_change_warming
1,2016-06-01,"indcs, celsius, agreement, paris, degrees",4,1_climate_emissions_change_warming
1,2016-07-01,"posterchild, gridfriendly, eu, confuses, strives",2,1_climate_emissions_change_warming
1,2016-08-01,"offshore, hots, sidesteps, installation, obamas",2,1_climate_emissions_change_warming
1,2016-09-01,"ratification, bids, embraces, renewables, backing",3,1_climate_emissions_change_warming
1,2016-10-01,"climate, grandchallenge, ratifies, poessinouw, georgeson",5,1_climate_emissions_change_warming
1,2016-11-01,"daniela, constructively, naturalgas, boyd, rhetoric",4,1_climate_emissions_change_warming
1,2016-12-01,"zurbuchen, scorn, tillerson, exxonmobil, earthscience",3,1_climate_emissions_change_warming
1,2017-01-01,"entrepreneurs, startups, influenced, politics, cash",2,1_climate_emissions_change_warming
1,2017-02-01,"threefold, propel, republican, renewables, lags",2,1_climate_emissions_change_warming
1,2017-03-01,"pipeline, obamaera, disturbing, capandtrade, emissions",4,1_climate_emissions_change_warming
1,2017-04-01,"smils, vaclav, fouquet, powering, steam",1,1_climate_emissions_change_warming
1,2017-05-01,"diesel, vehicle, markets, nosubscriptemphasis, dieselrelated",2,1_climate_emissions_change_warming
1,2017-06-01,"paris, pact, agreement, renegotiation, climate",5,1_climate_emissions_change_warming
1,2017-07-01,"diesel, statesmans, mann, ditching, inconvenient",2,1_climate_emissions_change_warming
1,2017-08-01,"trump, warming, climate, officials, teamblue",7,1_climate_emissions_change_warming
1,2017-09-01,"15, warming, lowcarbon, 2100, humanity",4,1_climate_emissions_change_warming
1,2017-10-01,"climate, jamborees, trump, obamaera, afoot",6,1_climate_emissions_change_warming
1,2017-11-01,"climate, energy, emissions, horsepower, esty",13,1_climate_emissions_change_warming
1,2017-12-01,"chan, foil, gabriel, energy, initiatives",2,1_climate_emissions_change_warming
1,2018-01-01,"activites, renewableenergy, parliament, demographic, 2030",2,1_climate_emissions_change_warming
1,2018-02-01,"subsidy, subsidies, civil, contrary, energyexporting",5,1_climate_emissions_change_warming
1,2018-03-01,"whistleblower, silenced, tells, wont, federal",1,1_climate_emissions_change_warming
1,2018-04-01,"enough, paris, goals, bonn, rein",3,1_climate_emissions_change_warming
1,2018-05-01,"economic, damages, mitigation, zeroemissions, us20",5,1_climate_emissions_change_warming
1,2018-06-01,"climate, 15, aim, pursuing, paris",5,1_climate_emissions_change_warming
1,2018-07-01,"protectionism, mehling, tariffs, imports, bolster",1,1_climate_emissions_change_warming
1,2018-08-01,"weaken, power, obamaera, fickle, fury",3,1_climate_emissions_change_warming
1,2018-09-01,"climate, emissions, valueladen, lenzi, lose",5,1_climate_emissions_change_warming
1,2018-10-01,"court, dutch, ipcc, warming, climate",6,1_climate_emissions_change_warming
1,2018-11-01,"greenhousegas, climate, rinse, compel, gadget",6,1_climate_emissions_change_warming
1,2018-12-01,"emissions, paris, climate, loosening, figueres",6,1_climate_emissions_change_warming
