Title,Abstract,Published Date
Automated Detection of Classical Novae with Neural Networks,"The POINT-AGAPE collaboration surveyed M31 with the primary goal of optical
detection of microlensing events, yet its data catalogue is also a prime source
of lightcurves of variable and transient objects, including classical novae
(CNe). A reliable means of identification, combined with a thorough survey of
the variable objects in M31, provides an excellent opportunity to locate and
study an entire galactic population of CNe. This paper presents a set of 440
neural networks, working in 44 committees, designed specifically to identify
fast CNe. The networks are developed using training sets consisting of
simulated novae and POINT-AGAPE lightcurves, in a novel variation on K-fold
cross-validation. They use the binned, normalised power spectra of the
lightcurves as input units. The networks successfully identify 9 of the 13
previously identified M31 CNe within their optimal working range (and 11 out of
13 if the network error bars are taken into account). They provide a catalogue
of 19 new candidate fast CNe, of which 4 are strongly favoured.",2005-04-11T11:14:10Z
A statistical study of 233 pulsar proper motions,"We present and analyse a catalogue of 233 pulsars with proper motion
measurements. The sample contains a wide variety of pulsars including recycled
objects and those associated with globular clusters or supernova remnants.
After taking the most precise proper motions for those pulsars for which
multiple measurements are available, the majority of the proper motions (58%)
are derived from pulsar timing methods, 41% using interferometers and the
remaining 1% using optical telescopes. Many of the 1-D and 2-D speeds
(referring to speeds measured in one coordinate only and the magnitudes of the
transverse velocities respectively) derived from these measurements are
somewhat lower than earlier estimates because of the use of the most recent
electron density model in determining pulsar distances. The mean 1-D speeds for
the normal and recycled pulsars are 152(10) and 54(6) km/s respectively. The
corresponding mean 2-D speeds are 246(22) and 87(13) km/s. PSRs B2011+38 and
B2224+64 have the highest inferred 2-D speeds of ~1600 km/s. We study the mean
speeds for different subsamples and find that, in general, they agree with
previous results. Applying a novel deconvolution technique to the sample of 73
pulsars with characteristic ages less than 3 Myr, we find the mean 3-D pulsar
birth velocity to be 400(40) km/s. The distribution of velocities is well
described by a Maxwellian distribution with 1-D rms sigma=265 km/s. There is no
evidence for a bimodal velocity distribution. The proper motions for PSRs
B1830-08 and B2334+61 are consistent with their proposed associations with the
supernova remnants W41 and G114.3+0.3 respectively.",2005-04-26T23:46:59Z
"Abundance Analyses of Field RV Tauri Stars, VI: An Extended Sample","An abundance analysis is presented and discussed for a sample of 14 RV Tauri
stars. The present abundance data and those from our previous papers and by
other workers are combined in an attempt to further understanding of the
dust-gas separation process which afflicts many RV Tauri variables. We propose
that a star's intrinsic (i.e., initial) metallicity is given by the
photospheric zinc abundance. Variables warmer that about 5000 K and with an
initial metallicity [Fe/H] $\geq$ $-$1 are affected by dust-gas separation.
Variables of all metallicities and cooler than about $T_{\rm eff} \simeq 5000$
K are unaffected by dust-gas separation. The RV Tauri variables show a spread
in their C abundances with the lower boundary of the points in the C versus Zn
plane falling close to the predicted trend for giants after the first
dredge-up. The upper boundary is inhabited by a few stars that are carbon-rich.
The O abundances in the mean follow the predicted trend from unevolved stars in
line with the expectation that photospheric O abundance is unaffected by the
first dredge-up. An evolutionary scenario involving mass loss by a first ascent
or early-AGB red giant, the primary star of a binary, is sketched.",2005-03-16T13:44:25Z
"Cosmography, Decelerating Past, and Cosmological Models: Learning the
  Bayesian Way","In this paper, using a significantly improved version of the
model-independent, cosmographic approach to cosmology (John, M. V. 2004, ApJ,
614, 1), we address an important question: Was there a decelerating past for
the universe? To answer this, the Bayes's probability theory is employed, which
is the most appropriate tool for quantifying our knowledge when it changes
through the acquisition of new data. The cosmographic approach helps to sort
out the models in which the universe was always accelerating from those in
which it decelerated for at least some time in the period of interest. Bayesian
model comparison technique is used to discriminate these rival hypotheses with
the aid of recent releases of supernova data. We also attempt to provide and
improve another example of Bayesian model comparison, performed between some
Friedmann models, using the same data. Our conclusion, which is consistent with
other approaches, is that the apparent magnitude-redshift data alone cannot
discriminate these competing hypotheses. We also argue that the lessons learnt
using Bayesian theory are extremely valuable to avoid frequent U-turns in
cosmology.",2005-06-13T18:12:54Z
"Interplanetary coronal mass ejection effect on the muon flux at sea
  level","We present the results of 720 hours of observations of transient solar events
at ground level, during the summer season 2005 (Souther Hemisphere). Data were
taken with the TUPI muon telescope, working at a high counting rate (up to 100
KHz) and always pointing on the IMF lines (45 degrees of pitch angle). An
anti-correlation among the arrival of keV protons (observed by EPAM detector
aboard the ACE spacecraft) and sudden depressions in the muon flux at sea level
have been observed. The phenomena is discussed in the context that they can be
considered as mini-Forbush, caused by a shielding effect of the passage of a
disturbance (shock and plasma) and may be a signature of interplanetary
manifestations of coronal mass ejections.",2005-06-13T21:44:49Z
Number ratios of young stellar objects in embedded clusters,"Embedded clusters usually contain young stellar objects in different
evolutionary stages. We investigate number ratios of objects in these classes
in the star-forming regions rho Ophiuchi, Serpens, Taurus, Chamaeleon I, NGC
7129, IC 1396A, and IC 348. They are compared to the temporal evolution of
young stars in numerical simulations of gravoturbulent fragmentation in order
to constrain the models and to possibly determine the evolutionary stage of the
clusters. It turns out that Serpens is the youngest, and IC 348 the most
evolved cluster, although the time when the observations are best represented
varies strongly depending on the model. Furthermore, we find an inverse
correlation of the star formation efficiency (SFE) of the models with the Mach
number. However, the observational SFE values cannot be reproduced by the
current isothermal models. This argues for models that take into account
protostellar feedback processes and/or the effects of magnetic fields.",2005-03-29T09:08:32Z
"Non-Gaussianity in Multi-field Stochastic Inflation with the Scaling
  Approximation","The statistics of multi-field inflation are investigated using the stochastic
approach. We analytically obtain the probability distribution function of
fields with the scaling approximation by extending the previous work by
Amendola. The non-Gaussian nature of the probability distribution function is
investigated decomposing the fields into the adiabatic and isocurvature
components. We find that the non-Gaussianity of the isocurvature component can
be large compared with that of the adiabatic component. The adiabatic and
isocurvature components may be correlated at nonlinear order in the skewness
and kurtosis even if uncorrelated at linear level.",2005-06-16T08:33:59Z
Quintessence models of Dark Energy with non-minimal coupling,"We explore quintessence models of dark energy which exhibit non-minimal
coupling between the dark matter and the dark energy components of the cosmic
fluid. The kind of coupling chosen is inspired in scalar-tensor theories of
gravity. We impose a suitable dynamics of the expansion allowing to derive
exact Friedmann-Robertson-Walker solutions once the coupling function is given
as input. Coupling functions that lead to self-interaction potentials of the
single and double exponential types are the target of the present
investigation. The stability and existence of the solutions is discussed in
some detail. The models are tested against the observational evidence.",2005-02-19T13:30:32Z
Ultracool dwarfs,"We present results of modeling of spectra of M-, L-, T-dwarfs. Theoretical
spectra are fitted to observed spectra to study the main parameters of the
low-mass objects beyond the bottom of Main Sequence. Application of ``lithium''
and ``deuterium'' tests for assessment of ultra-cool dwarfs are discussed.",2005-06-13T08:38:42Z
Constrained Cluster Parameters from Sunyaev-Zel'dovich Observations,"Near-future SZ surveys such as ACT, SPT, APEX, and Planck will find thousands
of galaxy clusters. Multi-frequency arcminute-resolution SZ observations can,
in principle, determine each cluster's gas temperature (T_e), bulk velocity
(v_pec), and optical depth (tau). However, the frequency bands and detector
sensitivity employed by upcoming surveys will generally not be sufficient to
disentangle the degeneracy between these three cluster parameters, even in the
absence of SZ signal contamination from point sources and imperfect primary
microwave background subtraction. Assuming contaminants can be removed, we find
that near-future SZ surveys will be able to constrain well two cluster gas
parameters that are linear combinations of tau*T_e, tau*v_z, and tau*T_e^2.
Because the SZ intensity shift is nearly a linear function of tau*T_e, tau*v_z,
and tau*T_e^2, a correspondence exists between the two effective gas parameters
that SZ surveys can constrain and simple line-of-sight integrals through the
three dimensional cluster. We illustrate the parameter constraints and
correspondence to line-of-sight integrals using 3D Nbody + hydro cluster
simulations and a Markov chain Monte Carlo method. We show that adding an
independent T_e measurement to upcoming SZ data breaks the parameter
degeneracy. The cluster effective velocity thus constrained is approximately
the optical-depth-weighted velocity integrated along the cluster line of sight.
A temperature prior with an error as large as 2 keV still gives bulk velocity
errors < 100 km/sec, even for a more typical cluster with an electron
temperature of 3 keV, for ACT-like SZ observations in the absence of signal
contamination. The Markov chain constraints on v_pec and tau are more
encouraging and likely more accurate than those obtained from Fisher matrices.",2005-04-12T17:39:05Z
A helium spread among the main sequence stars in NGC 2808,"We studied the color distribution of the main sequence of the Globular
Cluster NGC 2808, based on new deep HST-WFPC2 photometry of a field in the
uncrowded outskirts of the cluster. The color distribution of main sequence
stars is wider than expected for a single stellar population, given our
(carefully determined) measurement errors. About 20% of the sample stars are
much bluer than expected and are most plausibly explained as a population
having a much larger helium abundance than the bulk of the main sequence. We
estimate that the helium mass fraction of these stars is Y ~ 0.4. NGC 2808 may
have suffered self-enrichment, with different stellar populations born from the
ejecta of the intermediate mass asymptotic giant branch (AGB) stars of the
first generation. In addition to the Y=0.40 stars, roughly 30% of the stars
should have Y distributed between 0.26-0.29 while 50% have primordial Y, to
explain also the peculiar horizontal branch morphology. Three main stages of
star formation are identified, the first with primordial helium content Y ~
0.24, the second one born from the winds of the most massive AGBs of the first
stellar generation (6-7msun), having Y ~ 0.4, and a third one born from the
matter ejected from less massive AGBs (~ 3.5-4.5msun) with Y ~ 0.26-0.29. For a
long hiatus of time (several 10^7yr) between the second and third generation,
star formation might have been inhibited by the explosion of late Supernovae II
deriving from binary evolution.",2005-05-17T14:15:15Z
"Identifying Dark Matter Through the Constraints Imposed by Fourteen
  Astronomically Based 'Cosmic Constituents'","Mankind has not yet explained dark matter, the accelerating expansion of the
Universe, the 'knee' and 'ankle' of the cosmic ray energy spectrum graph, the
low star formation rates of low surface brightness (LSB) dwarf galaxies, the
ignition of hydrogen fusion reactions in the first generation stars or the
departing locations of earthbound high-energy cosmic ray protons. A new
research hypothesis has been developed by the author based upon finding
astronomically based 'cosmic constituents' of the Universe that may be created
or influenced by or have a special relationship with possible dark matter
candidates. A list of 14 relevant and plausible 'cosmic constituents' of the
Universe was developed by the author, which was then used to establish a list
of constraints regarding the nature and characteristics of the long-sought dark
matter particles. A dark matter candidate was then found that best conformed to
the 14 constraints established by the 'cosmic constituents.'",2005-04-22T22:00:17Z
"Hot Stars in Old Stellar Populations: A Continuing Need for Intermediate
  Ages","We investigate the effect of a small contamination of hot, old, metal-poor
starlight on the inferred stellar populations of early-type galaxies in the
core of the Coma Cluster. We find that the required correction to the Balmer
and metal absorption-line strengths for old, metal-poor stars does not
significantly affect the inferred age of the stellar population when the Hbeta
strength is large. Intermediate-aged populations are therefore still needed to
explain enhanced Balmer-line strengths in early-type galaxies. This gives us
increased confidence in our age estimates for these objects. For galaxies with
weak Balmer-line strengths corresponding to very old populations (t>10 Gyr),
however, a correction for hot stars may indeed alter the inferred age, as
previously suggested. Finally, the inferred metallicity [Z/H] will always be
higher after any correction for old, metal-poor starlight than without, but the
enhancement ratios [E/Fe] will strengthen only slightly.",2005-06-15T08:56:06Z
"Pulling out Threads from the Cosmic Tapestry: Defining Filaments of
  Galaxies","Filaments of galaxies are the dominant feature of modern large scale redshift
surveys. They can account for up to perhaps half of the baryonic mass budget of
the Universe and their distribution and abundance can help constrain
cosmological models. However, there remains no single, definitive way in which
to detect, describe and define what filaments are and their extent. This work
examines a number of physically motivated, as well as statistical, methods that
can be used to define filaments and examines their relative merits.",2005-03-14T06:06:49Z
Growth of perturbations in dark matter coupled with quintessence,"We consider the evolution of linear perturbations in models with a nonminimal
coupling between dark matter and scalar field dark energy. Growth of matter
inhomogeneities in two examples of such models proposed in the literature are
investigated in detail. Both of these models are based on a low-energy limit of
effective string theory action, and have been previously shown to naturally
lead to late acceleration of the universe. However, we find that these models
can be ruled out by taking properly into account the impact of the scalar field
coupling on the formation of structure in the dark matter density. In
particular, when the transition to acceleration in these models begins, the
interaction with dark energy enchances the small scale clustering in dark
matter much too strongly. We discuss the the role of an effective small scale
sound speed in such models with a coupled dark sector.",2005-04-26T10:59:49Z
Born-Infeld Phantom Gravastars,"We construct new gravitational vacuum star solutions with a Born-Infeld
phantom replacing the de Sitter interior. The model allows for a wide range of
masses and radii required by phenomenology, and can be motivated from low
energy string theory.",2005-03-19T11:23:04Z
"2D stationary resistive MHD flows: borderline to magnetic reconnection
  solutions","We present the basic equations for stationary, incompressible resistive MHD
flows in two dimensions. This leads to a system of differential equations for
two flux functions, one elliptic partial differential equation
(Grad-Shafranov-like) for the magnetic flux function and one for the stream
function of the flow. In these equations two potentials appear: one potential
is a generalized pressure. The second potential couples the magnetic and the
flow shear components of the system. With the restriction to flux or at least
line conserving flows one has to solve a modified Ohm's law. For the two
dimensional case these are two coupled differential equations, which represent
the borderline between the resistive but flux conserving (or line conserving)
case, and that of reconnective solutions. We discuss some simplified solutions
of these equations.",2005-05-27T14:00:38Z
Radiation spectra and polarization in magnetar bursts,"We present Monte Carlo simulations of radiative transfer in magnetar
atmospheres. We include the effects of vacuum polarization, electron and proton
scattering, and free-free absorption. Simulations are performed for the
atmosphere model with the magnetic field perpendicular and also tilted with
respect to the neutron star surface, and we show that the average spectrum does
not strongly depend on the orientation of the magnetic field. We investigate
the region of the parameter space where the vacuum absorption-like feature
appears in the spectrum and we analyze the shape of the proton cyclotron line.
Our results indicate that the existence of the vacuum polarization feature
should be a general attribute of soft gamma-ray repeaters burst spectra,
provided that the energy release takes place at the sufficiently dense region,
and the atmosphere scaleheight is large enough. We discuss the existence of
such a feature in recent observational data on these sources.",2005-02-21T20:26:10Z
Constraints on the distance to SGR 1806-20 from HI absorption,"The giant flare detected from the magnetar SGR 1806-20 on 2004 December 27
had a fluence more than 100 times higher than the only two other SGR flares
ever recorded. Whereas the fluence is independent of distance, an estimate for
the luminosity of the burst depends on the source's distance, which has
previously been argued to be ~15 kpc. The burst produced a bright radio
afterglow, against which Cameron et al. (2005) have measured an HI absorption
spectrum. This has been used to propose a revised distance to SGR 1806-20 of
between 6.4 and 9.8 kpc. Here we analyze this absorption spectrum, and compare
it both to HI emission data from the Southern Galactic Plane Survey and to
archival 12-CO survey data. We confirm ~6 kpc, as a likely lower limit on the
distance to SGR 1806-20, but argue that it is difficult to place an upper limit
on the distance to SGR 1806-20 from the HI data currently available. The
previous value of ~15 kpc thus remains the best estimate of the distance to the
source.",2005-03-08T04:10:12Z
An Axisymmetric Object-Based Search for a Flat Compact Dimension,"A method is presented to search for a hypertorus symmetry axis by the
alignment of distant objects. This offers greater sensitivity than previously
proposed object-based methods that rely on accurate true distances. When
applied to the catalog of objects with z > 1, we find no evidence for a compact
dimension. We deduce a lower limit to the compact dimension size D > 0.9 of the
distance to the cosmic horizon. This is consistent with independent constraints
from the recent analysis of the WMAP microwave background data.",2005-03-24T21:36:03Z
The Unusual Luminosity Function of the Globular Cluster M10,"We present the I-band luminosity function of the differentially reddened
globular cluster M10. We combine photometric analysis derived from wide-field
(23' x 23') images that include the outer regions of the cluster and
high-resolution images of the cluster core. After making corrections for
incompleteness and field star contamination, we find that the relative numbers
of stars on the lower giant branch and near the main-sequence turnoff are in
good agreement with theoretical predictions. However, we detect significant (>
6 \sigma) excesses of red giant branch stars above and below the red giant
branch bump using a new statistic (a population ratio) for testing relative
evolutionary timescales of main-sequence and red giant stars. The statistic is
insensitive to assumed cluster chemical composition, age, and main-sequence
mass function. The excess number of red giants cannot be explained by
reasonable systematic errors in our assumed cluster chemical composition, age,
or main-sequence mass function. Moreover, M10 shows excesses when compared to
the cluster M12, which has nearly identical metallicity, age, and
color-magnitude diagram morphology. We discuss possible reasons for this
anomaly, finding that the most likely cause is a mass function slope that shows
significant variations as a function of mass.",2005-04-08T23:51:17Z
"Optical spectroscopy of X-Mega targets in the Carina Nebula - V. The
  spectroscopic binary HD93161A and its visual companion HD93161B","We present the analysis of an extensive set of high resolution spectroscopic
observations of HD93161, a visual binary with a separation of 2 arcsec. HD93161
A is a spectroscopic binary, with both components clearly detected throughout
the orbit. The primary star is most probably of spectral type O8V, while the
secondary is likely an O9V. We obtain the first orbital solution for this
system, characterized by a period of 8.566\pm0.004 days. The minimum masses of
the primary and secondary stars are 22.2\pm0.6 M_sol and 17.0\pm0.4 M_sol
respectively. These values are quite large, suggesting a high inclination of
the orbit. The second object, HD93161 B, displays an O6.5V((f)) spectral type
and is thus slightly hotter than its neighbour. This star is at first sight
single but presents radial velocity variations. We finally study HD93161 in the
X-ray domain. No significant variability is detected. The X-ray spectrum is
well described by a 2T model with kT_1~0.3keV and kT_2~0.7keV. The X-ray
luminosity is rather moderate, without any large emission excess imputable to a
wind interaction.",2005-03-04T11:38:19Z
"Bright X-ray flares in Orion young stars from COUP: evidence for
  star-disk magnetic fields?","We have analyzed a number of intense X-ray flares observed in the Chandra
Orion Ultradeep Project (COUP), a 13 days observation of the Orion Nebula
Cluster (ONC). Analysis of the flare decay allows to determine the size, peak
density and magnetic field of the flaring structure. A total of 32 events (the
most powerful 1% of COUP flares), have sufficient statistics for the analysis.
A broad range of decay times (from 10 to 400 ks) are present in the sample.
Peak flare temperatures are often very high, with half of the flares in the
sample showing temperatures in excess of 100 MK. Significant sustained heating
is present in the majority of the flares. The magnetic structures which are
found, are in a number of cases very long, with semi-lengths up to 10^12 cm,
implying the presence of magnetic fields of hundreds of G extending to
comparable distance from the stellar photosphere. These very large sizes for
the flaring structures ($ >> R_*) are not found in more evolved stars, where,
almost invariably, the same type of analysis results in structures with L <=
R_*. As the majority of young stars in the ONC are surrounded by disks, we
speculate that the large magnetic structures which confine the flaring plasma
are actually the same type of structures which channel the plasma in the
magnetospheric accretion paradigm, connecting the star's photosphere with the
accretion disk.",2005-06-07T08:33:35Z
"Effect of component separation on the temperature distribution of the
  CMB","We present a study of the effect of component separation on the recovered
cosmic microwave background (CMB) temperature distribution, considering
Gaussian and non-Gaussian input CMB maps. First, we extract the CMB component
from simulated Planck data (in small patches of the sky) using the maximum
entropy method (MEM), Wiener filter (WF) and a method based on the subtraction
of foreground templates plus a linear combination of frequency channels (LCFC).
We then apply a wavelet-based method to study the Gaussianity of the recovered
CMB and compare it with the same analysis for the input map. When the original
CMB map is Gaussian (and assuming that point sources have been removed), we
find that none of the methods introduce non-Gaussianity (NG) in the CMB
reconstruction. On the contrary, if the input CMB map is non-Gaussian, all the
studied methods produce a reconstructed CMB with lower detections of NG than
the original map. This effect is mainly due to the presence of instrumental
noise. In this case, MEM tends to produce slightly higher non-Gaussian
detections in the reconstructed map than WF whereas the detections are lower
for the LCFC. We have also studied the effect of point sources in the MEM
reconstruction. If no attempt to remove point sources is performed, they
clearly contaminate the CMB reconstruction, introducing spurious NG. When the
brightest point sources are removed from the data using the Mexican Hat
Wavelet, the Gaussian character of the CMB is preserved. However, when
analysing larger regions of the sky, the variance of our estimators will be
appreciably reduced and, in this case, we expect the point source residuals to
introduce spurious NG in the CMB. Thus, a careful subtraction (or masking) of
point source emission is crucial when studying the Gaussianity of the CMB.",2005-03-02T12:36:55Z
"High-spatial-resolution observations of NH3 and CH3OH towards the
  massive twin cores NGC6334 I & I(N)","Molecular line observations of NH3 (J,K)=(1,1), (2,2) and CH3OH at 24.93GHz
taken with the Australian Telescope Compact Array (ATCA) toward the massive
twin cores NGC6334 I & I(N) reveal significant variations in the line emission
between the two massive cores. The UCHII region/hot core NGC6334 I exhibits
strong thermal NH3 and CH3OH emission adjacent to the UCHII region and
coincident with two mm continuum peaks observed by Hunter et al. (in prep.). In
contrast, we find neither compact NH3 nor thermal CH3OH line emission toward
NGC6334 I(N). There, the NH3 emission is distributed over a broad region (>1')
without a clear peak, and we find Class I CH3OH maser emission with peak
brightness temperatures up to 7000K. The maser emission peaks appear to be
spatially associated with the interfaces between the molecular outflows and the
ambient dense gas. Peak NH3(1,1) line brightness temperatures >= 70K in both
regions indicate gas temperatures of the same order. NH3 emission is also
detected toward the outflow in NGC6334 I resulting in an estimated rotational
temperature of Trot~19K. Furthermore, we observe CH3OH and NH3 absorption
toward the UCHII region, the velocity structure is consistent with expanding
molecular gas around the UCHII region. Thermal and kinematic effects possibly
imposed from the UCHII region on the molecular core are also discussed.",2005-04-04T18:05:21Z
The cooling of shock-compressed primordial gas,"We find that at redshifts z > 10, HD line cooling allows strongly-shocked
primordial gas to cool to the temperature of the cosmic microwave background
(CMB). This temperature is the minimum value attainable via radiative cooling.
Provided that the abundance of HD, normalized to the total number density,
exceeds a critical level of ~ 10^{-8}, the CMB temperature floor is reached in
a time which is short compared to the Hubble time. We estimate the
characteristic masses of stars formed out of shocked primordial gas in the wake
of the first supernovae, and resulting from the mergers of dark matter haloes
during hierarchical structure formation to be ~ 10 M_{solar}. In addition, we
show that cooling by HD enables the primordial gas in relic H II regions to
cool to temperatures considerably lower than those reached via H_2 cooling
alone. We confirm that HD cooling is unimportant in cases where the primordial
gas does not go through an ionized phase, as in the formation process of the
very first stars in z ~ 20 minihaloes of mass ~ 10^{6} M_{solar}.",2005-05-14T00:24:33Z
Ongoing Space Physics - Astrophysics Connections,"I review several ongoing connections between space physics and astrophysics:
a) Measurements of energetic particle spectra have confirmed theoretical
prediction of the highest energy to which shocks can accelerate particles, and
this has direct bearing on the origin of the highest energy cosmic rays. b)
Mass ejection in solar flares may help us understand photon ejection in the
giant flares of magnetar outbursts. c) Measurements of electron heat fluxes in
the solar wind can help us understand whether heat flux in tenuous
astrophysical plasma is in accordance with the classical Spitzer-Harm formula
or whether it is reduced well below this value by plasma instabilities.",2005-03-16T16:20:38Z
"The Core-Collapse Supernova with ""Non-Uniform"" Magnetic Fields","We perform two-dimensional numerical simulations on the core-collapse of a
massive star with strong magnetic fields and differential rotations using a
numerical code ZEUS-2D. Changing field configurations and laws of differential
rotation parametrically, we compute 14 models and investigate effects of these
parameters on the dynamics. In our models, we do not solve the neutrino
transport and instead employ a phenomenological parametric EOS that takes into
account the neutrino emissions. As a result of the calculations, we find that
the field configuration plays a significant role in the dynamics of the core if
the initial magnetic field is large enough. Models with initially concentrated
fields produce more energetic explosions and more prolate shock waves than the
uniform field. Quadrapole-like fields produce remarkably collimated and fast
jet, which might be important for gamma-ray bursts(GRB). The Lorentz forces
exerted in the region where the plasma-beta is less than unity are responsible
for these dynamics. The pure toroidal field, on the other hand, does not lead
to any explosion or matter ejection. This suggests the presupernova models of
Heger et al.(2003), in which toroidal fields are predominant, is
disadvantageous for the magnetorotation-induced supernova considered here.
Models with initially weak magnetic fields do not lead to explosion or matter
ejection, either. In these models magnetic fields play no role as they do not
grow on the timescale considered in this paper so that the magnetic pressure
could be comparable to the matter pressure. This is because the exponential
field growth as expected in MRI is not seen in our models. The magnetic field
is amplified mainly by field-compression and field-wrapping in our simulations.",2005-05-31T16:46:56Z
Merger-Induced Starbursts,"Extragalactic starbursts induced by gravitational interactions can now be
studied from z = ~0 to ~2. The evidence that mergers of gas-rich galaxies tend
to trigger galaxy-wide starbursts is strong, both statistically and in
individual cases of major disk-disk mergers. Star formation rates appear
enhanced by factors of a few to ~10^3 above normal. Detailed studies of nearby
mergers and ULIRGs suggest that the main trigger for starbursts is the rapidly
mounting pressure of the ISM in extended shock regions, rather than high-
velocity, ~50 - 100 km/s cloud-cloud collisions. Numerical simulations
demonstrate that in colliding galaxies the star formation rate depends not only
on the gas density, but crucially also on energy dissipation in shocks. An
often overlooked characteristic of merger-induced starbursts is that the
spatial distribution of the enhanced star formation extends over large scales
(~10 - 20 kpc). Thus, although most such starbursts do peak near the galactic
centers, young stellar populations pervade merger remnants and explain why (1)
age gradients in descendent galaxies are mild and (2) resultant cluster systems
are far-flung. This review presents an overview of interesting phenomena
observed in galaxy-wide starbursts and emphasizes that such events continue to
accompany the birth of elliptical galaxies to the present epoch.",2005-02-04T21:05:24Z
"A New Determination Of The Diffuse Galactic and Extragalactic Gamma-Ray
  Emission","The GALPROP model for cosmic-ray propagation is able to make explicit
predictions for the distribution of galactic diffuse gamma-rays. We compare
different propagation models with gamma-ray spectra measured by EGRET for
various regions of the sky. This allows sensitive tests of alternative
explanations for the apparent excess emission observed at GeV gamma-rays. We
find that a population of hard-spectrum gamma-ray sources cannot be solely
responsible for the excess since it also appears at high latitudes; on the
other hand a hard cosmic-ray electron spectrum cannot explain the gamma-ray
excess in the inner Galaxy. By normalizing the cosmic ray spectra within
reasonable bounds under preservation of their shape we are able to obtain our
best prediction of the Galactic component of diffuse gamma rays, and show that
away from the Galactic plane it gives an accurate prediction of the observed
gamma-ray intensities. On this basis we reevaluate the extragalactic gamma-ray
background. We find that for some energies previous work underestimated the
Galactic contribution and hence overestimated the background. The new EGRB
spectrum shows a positive curvature similar to that expected for models of the
extragalactic gamma-ray emission based on contributions from unresolved
blazars.",2005-06-15T23:24:12Z
Direct Detection of Extra-Solar Comets is Possible,"The dust tails of comets similar to Hale-Bopp can scatter as much optical
light as does the Earth. Space-based observatories such as the Terrestrial
Planet Finder or Darwin that will detect extra-solar terrestrial planets also
will be able to detect extra-solar comets.",2005-05-24T00:43:43Z
An XMM-Newton Study of the Coronae of $σ^2$ Coronae Borealis,"(Abridged) We present results of XMM-Newton observations of the RS CVn binary
$\sigma^2$ Coronae Borealis. The RGS and EPIC MOS2 spectra were simultaneously
fitted with collisional ionization equilibrium plasma models to determine
coronal abundances of various elements. Contrary to the solar first ionization
potential (FIP) effect in which elements with a low FIP are overabundant in the
corona compared to the solar photosphere, and contrary to the ``inverse'' FIP
effect observed in several active RS CVn binaries, coronal abundance ratios in
$\sigma^2$ CrB show a complex pattern as supported by similar findings in the
Chandra HETGS analysis of $\sigma^2$ CrB with a different methodology (Osten et
al. 2003). Low-FIP elements ($<10$ eV) have their abundance ratios relative to
Fe consistent with the solar photospheric ratios, whereas high-FIP elements
have their abundance ratios increase with increasing FIP. We find that the
coronal Fe abundance is consistent with the stellar photospheric value,
indicating that there is no metal depletion in $\sigma^2$ CrB. However, we
obtain a higher Fe absolute abundance than in Osten et al. (2003). Except for
Ar and S, our absolute abundances are about 1.5 times larger than those
reported by Osten et al. (2003). However, a comparison of their model with our
XMM-Newton data (and vice versa) shows that both models work adequately in
general. We find, therefore, no preference for one methodology over the other
to derive coronal abundances. Despite the systematic discrepancy in absolute
abundances, our abundance ratios are very close to those obtained by Osten et
al. (2003). Finally, we confirm the measurement of a low density in \ion{O}{7}
($< 4 \times 10^{10}$ cm$^{-3}$), but could not confirm the higher densities
measured in spectral lines formed at higher temperatures.",2005-06-10T16:03:24Z
On Quasilinear Perpendicular Diffusion,"Quasilinear perpendicular diffusion of charged particles in fluctuating
electromagnetic fields is the focus of this paper. A general transport
parameter for perpendicular diffusion is presented being valid for an arbitrary
turbulence geometry and a plasma wave dispersion relation varying arbitrarily
in wavevector. The new diffusion coefficient is evaluated in detail for slab
turbulence geometry for two special cases: (1) Alfv\'enic turbulence and (2)
dynamical magnetic turbulence. Furthermore, perpendicular diffusion in 2D
geometry is considered for a purely dynamical magnetic turbulence. The
derivations and numerical calculations presented here cast serious doubts on
the applicability of quasilinear theory for perpendicular diffusion.
Furthermore, they emphasize that nonlinear effects play a crucial role in the
context of perpendicular diffusion.",2005-03-26T11:27:40Z
