Title,Abstract,Published Date
Massive neutrinos and cosmology,"The present experimental results on neutrino flavour oscillations provide
evidence for non-zero neutrino masses, but give no hint on their absolute mass
scale, which is the target of beta decay and neutrinoless double-beta decay
experiments. Crucial complementary information on neutrino masses can be
obtained from the analysis of data on cosmological observables, such as the
anisotropies of the cosmic microwave background or the distribution of
large-scale structure. In this review we describe in detail how free-streaming
massive neutrinos affect the evolution of cosmological perturbations. We
summarize the current bounds on the sum of neutrino masses that can be derived
from various combinations of cosmological data, including the most recent
analysis by the WMAP team. We also discuss how future cosmological experiments
are expected to be sensitive to neutrino masses well into the sub-eV range.",2006-03-20T10:19:09Z
"Semi-empirical analysis of Sloan Digital Sky Survey galaxies III. How to
  distinguish AGN hosts","We consider the techniques to distinguish normal star forming (NSF) galaxies
and active galactic nuclei (AGN) hosts using optical spectra. The observational
data base is a set of 20000 galaxies extracted from the Sloan Digital Sky
Survey, for which we have determined the emission line intensities after
subtracting the stellar continuum obtained from spectral synthesis. Our
analysis is based on photoionization models computed using the stellar ionizing
radiation predicted by Starburst 99 and, for the AGNs, a broken power-law
spectrum. We explain why, among the four classical emission line diagnostic
diagrams, the [OIII]/Hb vs [NII]/Ha one works best. We show however, that none
of these diagrams is efficient in detecting AGNs in metal poor galaxies, should
such cases exist. We propose a new divisory line between ``pure'' NSF galaxies
and AGN hosts. We also show that a classification into NSF and AGN galaxies
using only [NII]/Ha is feasible and useful. Finally, we propose a new
classification diagram, the DEW diagram, plotting D_n(4000) vs
max(EW[OII],EW[NeIII]). This diagram can be used with optical spectra for
galaxies with redshifts up to z = 1.3, meaning an important progress over
classifications proposed up to now. Since the DEW diagram requires only a small
range in wavelength, it can also be used at even larger redshifts in suitable
atmospheric windows. It also has the advantage of not requiring stellar
synthesis analysis to subtract the stars and of allowing one to see ALL the
galaxies in the same diagram, including passive galaxies.",2006-06-29T14:39:20Z
"The star formation rate at redshift one: H-alpha spectroscopy with
  CIRPASS","We have conducted an H-alpha survey of 38 0.77<z<1 galaxies over ~100
arcmin^2 of the Hubble Deep Field North and Flanking Fields, to determine star
formation rates (SFRs), with the near-infrared multi-object spectrograph
CIRPASS on the WHT. This represents the first successful application of this
technique to observing high redshift galaxies. Stacking the spectra in the
rest-frame to infer a total SFR for the field, we find a lower limit
(uncorrected for dust reddening) on the star formation rate density at redshift
z = 1 of 0.04Msol/yr/Mpc^3. This implies rapid evolution in the star formation
rate density from z = 0 to z = 1 which is proportional to (1+z)^{3.1}.",2006-04-27T21:16:23Z
Mass-loss properties of S-stars on the AGB,"We have used a detailed non-LTE radiative transfer code to model new APEX
CO(J=3-2) data, and existing CO radio line data, on a sample of 40 AGB S-stars.
The derived mass-loss-rate distribution has a median value of 2E-7 Msun/yr, and
resembles values obtained for similar samples of M-stars and carbon stars.
Possibly, there is a scarcity of high-mass-loss-rate (>=1E-5 Msun/yr) S-stars.
The distribution of envelope gas expansion velocities is similar to that of the
M-stars, the median is 7.5 km/s, while the carbon stars, in general, have
higher gas expansion velocities. The mass-loss rate correlates well with the
gas expansion velocity, in accordance with results for M-stars and carbon
stars.",2006-05-26T13:54:47Z
Dynamics and Shape of Brightest Cluster Galaxies,"We identified Brightest Cluster Members (BCM) on DSS images of 1083 Abell
clusters, derived their individual and host cluster redshifts from literature
and determined the BCM ellipticity. Half the BCMs move at a speed higher than
37 % of the cluster velocity dispersion sigma_{cl}, suggesting that most BCMs
are part of substructures falling into the main cluster. Both, the BCM's
velocity offset in units of sigma_{cl}, and BCM ellipticity, weakly decrease
with cluster richness.",2006-03-12T23:29:40Z
The faint afterglow and host galaxy of the short-hard GRB 060121,"We present optical and X-ray observations of the afterglow and host galaxy of
the short-hard GRB 060121. The faint R-band afterglow is seen to decline as
t^(-0.66) while the X-ray falls as t^-1.18, indicating the presence of the
cooling break between the two frequencies. However, the R-band afterglow is
very faint compared to the predicted extrapolation of the X-ray afterglow to
the optical regime (specifically, beta_OX ~ 0.2), while the K-band is
consistent with this extrapolation (beta_KX ~ 0.6), demonstrating suppression
of the optical flux. Late time {\it HST} observations place stringent limits on
the afterglow R-band flux implying a break in the R-band lightcurve. They also
show that the burst occurred at the edge of a faint red galaxy which most
likely lies at a significantly higher redshift than the previous optically
identified short-duration bursts. Several neighboring galaxies also have very
red colors that are similarly suggestive of higher redshift. We consider
possible explanations for the faintness and color of the burst. Our preferred
model is that the burst occurred at moderately high redshift and was
significantly obscured; however, it is also possible that the burst lies at z >
4.5 in which case the faintness of the R-band afterglow could be attributed to
the Lyman-break. We discuss the implications that either scenario would have
for the nature of the progenitors of short bursts.",2006-03-11T15:15:38Z
Evidence for precession of the isolated neutron star RX J0720.4-3125,"The XMM-Newton spectra of the isolated neutron star RX J0720.4-3125 obtained
over 4.5 years can be described by sinusoidal variations in the inferred
blackbody temperature, the size of the emitting area and the depth of the
absorption line with a period of 7.1 +/- 0.5 years, which we suggest to be the
precession period of the neutron star. Precession of a neutron star with two
hot spots of different temperature and size, probably not located exactly in
antipodal positions, may account for the variations in the X-ray spectra,
changes in the pulsed fraction, shape of the light curve and the phase-lag
between soft and hard energy bands observed from RX J0720.4-3125. An
independent sinusoidal fit to published and new pulse timing residuals from a
coherent analysis covering ~12 years yields a consistent period of 7.7 +/- 0.6
years supporting the precession model.",2006-03-27T15:04:09Z
Oscillations in the stable starless core Barnard 68,"New molecular line observations of the Bok globule Barnard 68 in HCO+
irrefutably confirm the complex pattern of red and blue asymmetric line
profiles seen across the face of the cloud in previous observations of CS. The
new observations thus strengthen the previous interpretation that Barnard 68 is
undergoing peculiar oscillations. Furthermore, the physical chemistry of B68
indicates that the object is much older than the sound crossing time and is
therefore long-lived. A model is presented for the globule in which a modest
external pressure perturbation is shown to lead to oscillations about a stable
equilibrium configuration. Such oscillations may be present in other stable
starless cores as manifested by a similar signature of inward and outward
motions.",2006-04-04T14:17:30Z
Energy transfer by the scattering of resonant photons,"A formal derivation is presented of the energy transfer rate between
radiation and matter due to the scattering of an isotropic distribution of
resonant photons. The derivation is developed in the context of the two-level
atom in the absence of collisions and radiative transitions to and from the
continuum, but includes the full angle-averaged redistribution function for
photon scattering. The result is compared with previous derivations, all of
which have been based on the Fokker-Planck approximation to the radiative
transfer equation. A new Fokker-Planck approximation, including an extension to
higher (post-diffusive) orders, is derived to solve the radiative transfer
equation, and time-dependent numerical solutions are found. The relaxation of
the colour temperature to the matter temperature is computed as the radiation
field approaches statistical equilibrium through scattering. The results are
discussed in the context of the Wouthuysen-Field mechanism for coupling the
21cm spin temperature of neutral hydrogen to the kinetic temperature of the gas
through LyA scattering. The evolution of the heating rate is also computed, and
shown to diminish as the gas approaches statistical equilibrium.",2006-03-31T16:11:40Z
"The Variability and Rotation of Pre-main Sequence Stars in IC 348: Does
  Intracluster Environment Influence Stellar Rotation?","A variability study of the young cluster IC 348 at Van Vleck Observatory has
been extended to a total of seven years. Twelve new periodic stars have been
found in the last two years, bringing the total discovered by this program to
40. In addition, we confirm 16 of the periods reported by others and resolve
some discrepancies. The total number of known rotation periods in the cluster,
from all studies has now reached 70. This is sufficient to demonstrate that the
parent population of K5-M2 stars is rotationally indistinguishable from that in
the Orion Nebula Cluster even though their radii are 20% smaller and they would
be expected to spin about twice as fast if angular momentum were conserved. The
median radius and, therefore, inferred age of the IC 348 stars actually closely
matches that of NGC 2264, but the stars spin significantly more slowly. This
suggests that another factor besides mass and age plays a role in establishing
the rotation properties within a cluster and we suggest that it is environment.
If disk locking were to persist for longer times in less harsh environments,
because the disks themselves persist for longer times, it could explain the
generally slower rotation rates observed for stars in this cluster, whose
earliest type star is of class B5. We have also obtained radial velocities, the
first for PMS stars in IC348, and v sin i measurements for 30 cluster stars to
assist in the study of rotation and as an independent check on stellar radii.
Several unusual variable stars are discussed; in some or all cases their
behavior may be linked to occultations by circumstellar material. A strong
correlation exists between the range of photometric variability and the slope
of the spectral energy distribution in the infrared. Nineteen of the 21 stars
with I ranges exceeding 0.4 mag show infrared evidence for circumstellar disks.",2006-06-18T13:31:09Z
"The galaxy-galaxy lensing contribution to the cosmic shear two point
  function","We note that galaxy-galaxy lensing by non-spherical galaxy halos produces a
net anti-correlation between the shear of background galaxies and the
ellipticity of foreground galaxies. This anti-correlation would contaminate the
tomographic cosmic shear two point function if the effect were not taken into
account. We compare the size of the galaxy-galaxy lensing contribution to the
change in the cosmic shear two-point correlation function due to a change in
the dark energy equation of state w of 1%. We find them comparable on scales
<~5 arcmin for NFW galaxy profiles, and out to much larger scales for SIE
profiles. However the galaxy-galaxy lensing signal has a characteristic spatial
and redshift pattern which should allow it to be removed.",2006-08-01T19:19:51Z
"Acoustic oscillations of rapidly rotating polytropic stars. II. Effects
  of the Coriolis and centrifugal accelerations","Context: With the launch of space missions devoted to asteroseismology (like
COROT), the scientific community will soon have accurate measurements of
pulsation frequencies in many rapidly rotating stars.
  Aims: The present work focuses on the effects of rotation on pulsations of
rapidly rotating stars when both the Coriolis and centrifugal accelerations
require a non-perturbative treatment.
  Method: We develop a 2-dimensional spectral numerical approach which allows
us to compute acoustic modes in centrifugally distorted polytropes including
the full influence of the Coriolis force. This method is validated through
comparisons with previous studies, and the results are shown to be highly
accurate.
  Results: In the frequency range considered and with COROT's accuracy, we
establish a domain of validity for perturbative methods, thus showing the need
for complete calculations beyond v.sin i = 50 km/s for a R = 2.3 R_\odot, M =
1.9 M_\odot polytropic star. Furthermore, it is shown that the main differences
between complete and perturbative calculations come essentially from the
centrifugal distortion.",2006-05-19T16:33:36Z
"Bringing VY Canis Majoris Down to Size: An Improved Determination of Its
  Effective Tempeature","The star VY CMa is a late-type M supergiant with many peculiarities, mostly
related to the intense circumstellar environment due to the star's high
mass-loss rate. Claims have been made that would suggest this star is
considerably more luminous (L = 5 x 10^5 Lo) and larger (R=2800 Ro) than other
Galactic red supergiants (RSGs). Indeed, such a location in the H-R diagram
would be well in the ""Hayashi forbidden zone"" where stars cannot be in
hydrostatic equilibrium. These extraordinary properties, however, rest upon an
assumed effective temperature of 2800-3000 K, far cooler than recent work have
shown RSGs to be. To obtain a better estimate, we fit newly obtained
spectrophotometry in the optical and NIR with the same MARCS models used for
our recent determination of the physical properties of other RSGs; we also use
$V-K$ and $V-J$ from the literature to derive an effective temperatures. We
find that the star likely has a temperature of 3650 K, a luminosity L = 6 x
10^4 Lo, and a radius of 600Ro. These values are consistent with VY CMa being
an ordinary evolved 15 Mo RSG, and agree well with the Geneva evolutionary
tracks. We find that the circumstellar dust region has a temperature of 760 K,
and an effective radius of approximately 130 AU, if spherical geometry is
assumed for the latter. What causes this star to have such a high mass-loss,
and large variations in brightness (but with little change in color), remains a
mystery at present, although we speculate that perhaps this star (and NML Cyg)
are simply normal RSGs caught during an unusually unstable time.",2006-04-11T21:06:10Z
"Comparison of the Ultra-High Energy Cosmic Ray Flux Observed by AGASA,
  HiRes and Auger","The current measurements of the cosmic ray energy spectrum at ultra-high
energies ($\text{E}>10^{19}$ eV) are characterized by large systematic errors
and poor statistics. In addition, the experimental results of the two
experiments with the largest published data sets, AGASA and HiRes, appear to be
inconsistent with each other, with AGASA seeing an unabated continuation of the
energy spectrum even at energies beyond the GZK cutoff energy at $10^{19.6}$
eV. Given the importance of the related astrophysical questions regarding the
unknown origin of these highly energetic particles, it is crucial that the
extent to which these measurements disagree be well understood. Here we
evaluate the consistency of the two measurements for the first time with a
model-independent method that accounts for the large statistical and systematic
errors of current measurements. We further compare the AGASA and HiRes spectra
with the recently presented Auger spectrum. The method directly compares two
measurements, bypassing the introduction of theoretical models for the shape of
the energy spectrum. The inconsistency between the observations is expressed in
terms of a Bayes Factor, a standard statistic defined as the ratio of a
separate parent source hypothesis to a single parent source hypothesis.
Application to the data shows that the two-parent hypothesis is disfavored. We
expand the method to allow comparisons between an experimental flux and that
predicted by any model.",2006-06-14T14:31:47Z
"Velocity Curves for Stars in Disk Galaxies: A case for Nearly Newtonian
  Dynamics","The dark matter constraint imposed by the recent WMAP experiment on
gravitational theories is analyzed. Using the non-linearity of the vacuum
Einstein's equations, it is shown that when the slow motion condition is
applied to the geodesic equations, the resulting nearly Newtonian gravitational
field describes nearly flat velocity curves for rotating stars in the vicinity
of thin disk galaxies.",2006-05-28T14:29:33Z
"Physical Origin of the Quadrupole Out-of-Plane Magnetic Field in
  Hall-MHD Reconnection","A quadrupole pattern of the out-of-plane component of the magnetic field
inside a reconnection region is seen as an important signature of the
Hall-magnetohydrodynamic (Hall-MHD) regime of reconnection. It has been first
observed in numerical simulations and just recently confirmed in the MRX
(Magnetic Reconnection Experiment) [M. Yamada, H. Ji, S. Hsu, T. Carter, R.
Kulsrud, N. Bertz, F. Jobes, Y. Ono, and F. Perkins, Phys. Plasmas 4, 1936
(1997)] and also seen in spacecraft observations of Earth's magnetosphere. In
this study, the physical origin of the quadrupole field is analyzed and traced
to a current of electrons that flows along the lines in and out of the inner
reconnection region to maintain charge neutrality. The role of the quadrupole
magnetic field in the overall dynamics of the reconnection process is
discussed. In addition, the bipolar poloidal electric field is estimated and
its effect on ion motions is emphasized.",2006-05-12T00:39:35Z
The Evolution of Outflow-Envelope Interactions in Low-Mass Protostars,"We present multi-line and continuum observations of the circumstellar
environment within 10^4 AU of a sample of protostars to investigate how the
effects of outflows on their immediate environment changes over time. 12CO(1-0)
emission probes the high-velocity molecular outflows near the protostars and
demonstrate that the outflow opening angle widens as the nascent star evolves.
Maps of the 13CO(1-0) and HCO+(1-0) outflow emission show that protostellar
winds erode the circumstellar envelope through the entrainment of the outer
envelope gas. The spatial and velocity distribution of the dense circumstellar
envelope, as well as its mass, is traced by the C18O(1-0) emission and also
displays evolutionary changes. We show that outflows are largely responsible
for these changes, and propose an empirical model for the evolution of
outflow-envelope interactions. In addition, some of the outflows in our sample
appear to affect the chemical composition of the surrounding environment,
enhancing the HCO+ abundance. Overall, our results confirm that outflows play a
major role in the star formation process through their strong physical and
chemical impacts on the environments of the young protostars.",2006-05-04T20:55:39Z
High resolution infrared spectroscopy of the old open cluster NGC6791,"We report abundance analysis for 6 M giant members of the old open cluster
NGC6791, based on infrared spectroscopy (1.5-1.8 micron) at R=25,000, using the
NIRSPEC spectrograph at the Keck II telescope. We find the iron abundance
<[Fe/H]>= +0.35 +/- 0.02$, confirming the super solar metallicity of this
cluster derived from optical medium-high resolution spectroscopy. We also
measure C, O and other alpha element abundances, finding roughly solar
[alpha/Fe] and <[C/Fe]> = -0.35. Our approach constrains [O/Fe] especially
well, based on the measurement of a number of OH lines near 1.6micron; we find
[O/Fe]=-0.07 +/-0.03. The Solar alpha enhancement is in contrast to the
composition of similar stars in the Galactic bulge. We also find low
12C/13C~10, confirming the presence of extra-mixing processes during the red
giant phase of evolution, up to super solar metallicities.",2006-04-03T14:20:08Z
Testing the BH 176 and Berkeley 29 Association with GASS/Monoceros,"It has been previously noted that the outermost open clusters in the Milky
Way seem to lie in a string-like configuration that is coincident with, and may
be associated to, the Galactic anticenter stellar structure (GASS) or the
``Monoceros Ring''. Among the clusters that have been suggested to be
associated with GASS are Berkeley 29 (Be29) and BH176, which have recently had
their proper motion determined. Matching the new proper motion determinations
to previously published radial velocities, we attempt to derive orbits for Be29
and BH176. The preliminary orbit for Be29 provides tantalizing evidence for a
non-standard formation, however better proper motions are needed to determine
whether its origin is due to normal formation or accretion.",2006-04-06T14:11:11Z
Neutrino Astronomy and Cosmic Rays Spectroscopy at Horizons,"A new air-showering physics may rise in next years at horizon, offering at
different angles and altitudes a fine tuned filtered Cosmic Rays astrophysics
and an upward Neutrino induced air-showering astronomy. Most of this
opportunity arises because of neutrino masses, their mixing and the consequent
replenishment of rarest tau flavor during its flight in Space. Horizontal air
atmosphere act as a filter for High energy Cosmic Rays (CR) and as a beam dump
for Ultra High Energy (UHE) neutrinos and a powerfull amplifier for its tau
decay in air by its wide showering areas. Earth sharp shadows plays the role of
a huge detector volume for UHE neutrino and a noise-free screen for upcoming
EeVs tau air-showers (as well PeVs anti-neutrino electron air interactions).
Projects for Tau Airshowers are growing at the top of a mountains or at the
edge of a cliff. ASHRA in Hawaii and CRNTN in Utah are tracking fluorescence
lights, while other novel projects on Crown array detectors on mountains, on
balloons and satellites are elaborated for Cherenkov lights. AUGER, facing the
Ande edges, ARGO located within a deep valley are testing inclined showers;
MILAGRO (and MILAGRITO) may be triggered by horizontal up-going muon bundles
from the Earth edges; HIRES and AUGER UHECR detectors, linking twin array
telescopes along their axis may test horizontal Cerenkov blazing photons. MAGIC
(Hess, Veritas) and Shalon Telescopes may act already like a detector for few
PeVs and Glashow resonance neutrino events; MAGIC pointing downward to
terrestrial ground acts as a massive tens of km^3 detector, making it the most
sensitive dedicated neutrino telescope. MAGIC facing the sea edges must reveal
mirrored downward UHECR Air-showers Cherenkov flashes. Magic-crown systems may
lead to tens km^3, neutrino detectors.",2006-04-20T14:17:09Z
Cosmological Constraints from Hubble Parameter versus Redshift Data,"We use the Simon, Verde, & Jimenez (2005) determination of the redshift
dependence of the Hubble parameter to constrain cosmological parameters in
three dark energy cosmological models. We consider the standard $\Lambda$CDM
model, the XCDM parameterization of the dark energy equation of state, and a
slowly rolling dark energy scalar field with an inverse power-law potential.
The constraints are restrictive, consistent with those derived from Type Ia
supernova redshift-magnitude data, and complement those from galaxy cluster gas
mass fraction versus redshift data.",2006-07-13T18:32:47Z
"Photometric survey of marginally investigated open clusters: I. Basel
  11b, King 14, Czernik 43","To progress in galactic studies based on open clusters, e.g. cluster
formation rate or kinematical properties, one needs to improve the number of
open clusters observed. However, only half of the 1700 known galactic open
clusters have been properly observed so far, making any statistical
investigation insignificant, especially at larger distances from the Sun. We
study marginally investigated or neglected open clusters with Bessell CCD BVR
photometry, whose data were used to fit isochrones to the individual
color-magnitude diagrams. We examined the galactic clusters Basel 11b, King 14
and Czernik 43, the last being observed for the first time to this extent. As
well as a careful comparison to available photometry, their parameters such as
age, interstellar reddening, distance and apparent diameter were determined.
The obtained cluster properties were verified by near infrared 2MASS data. The
three investigated intermediate age clusters are all located in the galactic
disk with distances between 1.8 and 3.0kpc from the Sun.",2006-04-12T10:33:35Z
"Revealing the Dark TeV Sky: The Atmospheric Cherenkov Imaging Technique
  for Very High Energy Gamma-ray Astronomy","The Atmospheric Cherenkov Imaging Technique has opened up the gamma-ray
spectrum from 100 GeV to 50 TeV to astrophysical exploration. The development
of the technique (with emphasis on the early days) is described as are the
basic principles underlying its application to gamma-ray astronomy. The current
generation of arrays of telescopes, in particular, VERITAS is briefly
described.",2006-06-06T21:21:16Z
