Title,Abstract,Published Date
"Photodissociation of water in crystalline ice: a molecular dynamics
  study","Ultraviolet irradiation of ice is of great interest for understanding the
chemistry in both atmospheric and astrophysical environments. In interstellar
space, photodissociation of H2O molecules can be a driving force behind the
chemistry on icy dust grains in dense, cold molecular clouds even though the
flux of UV photons is extremely low. The mechanisms of such photoinduced
processes are poorly understood, however. In this work the photodissociation
dynamics of a water molecule in crystalline ice at 10 K is studied
computationally using classical molecular dynamics. Photodissociation in the
first bilayer leads mainly to H atoms desorbing (65%), while in the third
bilayer trapping of H and OH dominates (51%). The kinetic energy distribution
of the desorbing H atoms is much broader than that for the corresponding
gas-phase photodissociation. The H atoms on average move 11 Angstroms before
becoming trapped, while OH radicals typically move 2 Angstroms. In accordance
with experiments a blueshift of the absorption spectrum is obtained relative to
gas-phase water.",2005-05-31T12:36:55Z
"The X-ray Spectral Properties and Variability of Luminous High-Redshift
  Active Galactic Nuclei","We perform a detailed investigation of moderate-to-high quality X-ray spectra
of ten of the most luminous active galactic nuclei (AGNs) known at z>4 (up to
z~6.28). This study includes five new XMM observations and five archived X-ray
observations (four by XMM and one by Chandra). We find that the X-ray power-law
photon indices of our sample, composed of eight radio-quiet sources and two
that are moderately radio loud, are not significantly different from those of
lower redshift AGNs. The upper limits obtained on intrinsic neutral hydrogen
column densities, N_H<~10^{22}-10^{23} cm^{-2}, indicate that these AGNs are
not significantly absorbed. A joint fit performed on our eight radio-quiet
sources, with a total of ~7000 photons, constrains the mean photon index of z>4
radio-quiet AGNs to Gamma=1.97^{+0.06}_{-0.04}, with no detectable intrinsic
dispersion from source to source. We also obtain a strong constraint on the
mean intrinsic column density, N_H<~3x10^{21} cm^{-2}, showing that optically
selected radio-quiet AGNs at z>4 are, on average, not more absorbed than their
lower-redshift counterparts. All this suggests that the X-ray production
mechanism and the central environment in radio-quiet AGNs have not
significantly evolved over cosmic time. The mean equivalent width of a putative
neutral narrow Fe Ka line is constrained to be <~190 eV, and similarly we place
constraints on the mean Compton reflection component (R<~1.2). None of the AGNs
varied on short (~1 hr) timescales, but on longer timescales (months-to-years)
strong variability is observed in four of the sources. In particular, the X-ray
flux of the z=5.41 radio-quiet AGN SDSS 0231-0728 dropped by a factor of ~4
over a rest-frame period of 73 d. This is the most extreme X-ray variation
observed in a luminous z>4 radio-quiet AGN.",2005-05-23T20:22:26Z
Development of Kolmogorov spectrum in the pulsar radio emission,"It is shown that the scattering of electromagnetic waves by Langmuir ones
taking into the account the electric drift motion of particles, is the most
intense nonlinear process and should be responsible for the formation of
radiation spectrum of radio pulsars. Performed analysis indicates that in the
case of existence of inertial interval formation of stationary spectra is
possible. Analysis of linear mechanisms of wave generation and silk allows to
conclude that only possible stationary solution has spectral index $\alpha
=-1.5$. Obtained spectrum is in good agreement with observational data.",2005-05-12T14:07:16Z
Planar Integrated Optics and astronomical interferometry,"Integrated optics (IO) is an optical technology that allows to reproduce
optical circuits on a planar substrate. Since 1996, we have investigated the
potentiality of IO in the framework of astronomical single mode interferometry.
We review in this paper the principles of IO, the requirements for
interferometry and the corresponding solutions offered by IO, the results of
component characterization and the possible fields of application.",2005-08-01T10:29:23Z
Spatial Evidence for Transition Radiation in a Solar Radio Burst,"Microturbulence, i.e. enhanced fluctuations of plasma density, electric and
magnetic fields, is of great interest in astrophysical plasmas, but occurs on
spatial scales far too small to resolve by remote sensing, e.g., at ~ 1-100 cm
in the solar corona. This paper reports spatially resolved observations that
offer strong support for the presence in solar flares of a suspected radio
emission mechanism, resonant transition radiation, which is tightly coupled to
the level of microturbulence and provides direct diagnostics of the existence
and level of fluctuations on decimeter spatial scales. Although the level of
the microturbulence derived from the radio data is not particularly high,
<\Delta n^2 >/n^2 ~ 10^{-5}$, it is large enough to affect the charged particle
diffusion and give rise to effective stochastic acceleration. This finding has
exceptionally broad astrophysical implications since modern sophisticated
numerical models predict generation of much stronger turbulence in relativistic
objects, e.g., in gamma-ray burst sources.",2005-07-10T03:24:43Z
"Galaxies, Intergalactic Absorption Lines, and Feedback at High Redshift","The galaxy-IGM part of the Lyman-break survey currently consists of measured
redshifts for more than 1000 galaxies with redshift 1.5<z<3.5 along the
sightlines to 25 background QSOs. One of the goals of the survey was to measure
the influence on the intergalactic medium of energetic feedback from star and
black-hole formation. This talk begins with a description of the observed
correlations between galaxies and intergalactic absorption lines and ends with
a discussion of whether any of the observations provide clear evidence for
Mpc-scale superwinds. Although our own observations remain fairly ambiguous,
other observations disfavor a very high redshift (z~10) for the creation of
intergalactic metals.",2005-04-14T00:04:50Z
The giant H-alpha/X-ray filament in the cluster of galaxies A1795,"The cluster of galaxies A1795 hosts a 46 kpc-long filament at its core, which
is clearly visible in the light of H-alpha and X-ray emission. We present
optical slit spectroscopy and deeper Chandra X-ray data of the filament. The
optical spectra reveal that the the bulk of the filament is quiescent (with
sigma < 130 km/s), although considerable velocity structure is apparent around
the powerful radio source in the central cluster galaxy, where a direct
interaction is occurring between the radio plasma and the surrounding
intracluster medium. The filament contains a clump of UV/blue continuum halfway
along its length, which we resolve into a chain of at least 5 distinct knots
using archival HST images; the optical spectrum of this clump confirm it to be
mostly comprised of O stars. It is well-removed from the central galaxy and
radio source, and is most likely an example of a group of young star clusters
condensing directly from the cooling gas in the filament. The observed spatial
offset between these knots of star formation and the peak in the optical line
emission confirms that the massive star formation is most unlikely to be
responsible for the bulk of the observed emission-line luminosity in the
filament. Some other (as yet undetermined) source of energy is required to
power and maintain the optical line-emission, yet it must not completely impede
the cooling of the X-ray gas within the filament to form the star clusters.",2005-05-04T11:12:33Z
"Gravitational signals due to tidal interactions between white dwarfs and
  black holes","In this paper we compute the gravitational signal emitted when a white dwarf
moves around a black hole on a closed or open orbit using the affine model
approach. We compare the orbital and the tidal contributions to the signal,
assuming that the star moves in a safe region where, although very close to the
black hole, the strength of the tidal interaction is insufficient to provoque
the stellar disruption. We show that for all considered orbits the tidal signal
presents sharp peaks corresponding to the excitation of the star non radial
oscillation modes, the amplitude of which depends on how deep the star
penetrates the black hole tidal radius and on the type of orbit. Further
structure is added to the emitted signal by the coupling between the orbital
and the tidal motion.",2005-08-08T13:43:01Z
X-ray Bright QSO's around NGC 3079,"NGC 3079 is a very active, disturbed galaxy which has been observed to have
X-ray and radio ejections from it as well as an optical superbubble along its
minor axis. Here we show that the brightest X-ray sources within about 40
arcmin are in large excess of background values. The X-ray sources are
identified as quasars and AGN's which are aligned and spaced across the Seyfert
nucleus to a degree which is unlikely to be due to chance. The famous double
quasar which has been interpreted as a gravitational lens is discussed in terms
of the the X - ray and ULX sources which appear associated with NGC 3079.",2005-04-11T11:50:11Z
Discovery of deuterated water in a young proto-planetary disk,"We report the first detection of the ground transition of the deuterated
water at 464 GHz in the young proto-planetary disk surrounding the solar type
protostar DM Tau. The line is observed in absorption against the continuum from
the cold dust in the disk midplane, with a line to continuum ratio close to
unity. The observation implies that deuterated gaseous water is present, with a
relatively large abundance ($\sim 3\times10^{-9}$), in the outer disk above the
midplane, where the density is, within a factor ten, $\sim 10^6$ cm$^{-3}$ and
the temperature is lower than about 25 K. In these conditions, the H$_2$O
condensation timescale is much smaller than the DM Tau disk age, and,
therefore, water should be fully frozen onto the grain mantles. We suggest that
UV photons and/or X-rays sublimate part of the mantles re-injecting the ices
into the gas phase. Even though there is currently no measurement of H$_2$O, we
provide arguments that the HDO/H$_2$O ratio should be about 0.01 or larger,
which would be hundreds of times larger than the values measured in Solar
System objects. This suggests the need of strong caution in comparing and
linking the HDO/H$_2$O in Solar System and star forming environments.",2005-08-11T12:39:25Z
Hydrodynamical scaling laws for astrophysical jets,"The idea of a unified model for all astrophysical jets has been considered
for some time now. We present here some hydrodynamical scaling laws relevant
for all type of astrophysical jets, analogous to those of Sams et al. (1996).
We use Buckingham's Pi theorem of dimensional analysis to obtain a family of
dimensional relations among the physical quantities associated with the jets.",2005-03-16T05:48:26Z
"The optical counterpart of XTE J0929-314, the third transient
  millisecond X-ray pulsar","A blue and variable optical counterpart of the X-ray transient XTE J0929-314
was identified on 2002 May 1. We conducted frequent BVRI broadband photometry
on this object using the Mt Canopus 1-m telescope during May and June until it
had faded to below 21'st magnitude. Nearly continuous I band CCD photometry on
2002 May 2, 3 and 4 revealed a ~ 10 % sinusoidal modulation at the binary
period lasting ~ 6 cycles during the latter half of May 2. The phase indicates
that the modulation may be due to a combination of emission by a hot spot on
the disc and X-ray heating of the secondary. The emission generally trended
bluer with B-I decreasing by 0.6 magnitudes during the observations but there
were anomalous changes in colour during the first few days after optical
identification when the I band flux decreased slightly while fluxes in other
bands increased. Spectral analysis of the BVRI broadband photometry show
evidence of a variable excess in the R and I bands. We suggest that this may be
due to synchrotron emission in matter flowing out of the system and note that
similar processes may have been responsible for anomalous V and I band
measurements in 1998 of the persistent millisecond X-ray pulsar SAX
J1808.4-3658.",2005-06-14T07:37:43Z
Air Cherenkov Methods in Cosmic Rays: A Review and Some History,"The history of application of the Cherenkov light emission in the atmosphere
to cosmic ray and gamma-ray astronomy studies is briefly outlined with an
emphasis on the pioneering activity of A.E. Chudakov. The present-day situation
and some new ideas are also discussed.",2005-04-12T13:08:13Z
Concurrent 43 and 86 GHz Very Long Baseline Polarimetry of 3C273,"We present sub-milliarcsecond resolution total intensity and linear
polarization VLBI images of 3C273, using concurrent 43 and 86 GHz data taken
with the Very Long Baseline Array in May 2002. The structure seen in the
innermost jet suggest that we have fortuitously caught the jet in the act of
changing direction. The polarization images confirm that the core is
unpolarized (fractional polarization m < 1 %) at 86 GHz, but also show well
ordered magnetic fields (m ~ 15 %) in the inner jet, at a projected distance of
2.3 pc from the core. In this strongly polarized region, the rotation measure
changes across the jet by 4.2 x 10^{4} rad m^{-2} over an angular width of
about 0.3 milliarcseconds. If the lack of polarization in the core is also
attributed to a Faraday screen, then a rotation measure dispersion > 5.2 x
10^{4} rad m^{-2} must be present in or in front of that region. These are
among the highest rotation measures reported so far in the nucleus of any
active galaxy or quasar, and must occur outside (but probably close to) the
radio emitting region. The transverse rotation measure gradient is in the same
sense as that observed by Asada et al and by Zavala and Taylor at greater core
distances. The magnitude of the transverse gradient decreases rapidly with
distance down the jet, and appears to be variable.",2005-06-10T18:24:08Z
Cosmic Ray Spectral Deformation Caused by Energy Determination Errors,"Using simulation methods, distortion effects on energy spectra caused by
errors in the energy determination have been investigated. For cosmic ray
proton spectra, falling steeply with kinetic energy E as E-2.7, significant
effects appear. When magnetic spectrometers are used to determine the energy,
the relative error increases linearly with the energy and distortions with a
sinusoidal form appear starting at an energy that depends significantly on the
error distribution but at an energy lower than that corresponding to the
Maximum Detectable Rigidity of the spectrometer. The effect should be taken
into consideration when comparing data from different experiments, often having
different error distributions.",2005-05-10T14:57:40Z
IMF biases and how to correct them,"We discuss possible sources of biases in the determination of the initial
mass function (IMF) introduced by the binning of the data, the uncertainty in
the determinations of masses, and the existence of unresolved multiple systems.
Those three effects tend to produce IMFs that are flatter than the real one. We
analyze the importance of each effect and suggest techniques that minimize or
eliminate the biases. We also report the detection of the first astrometric
binary system composed of two very-early O-type stars, HD 93129 A.",2005-06-13T18:05:45Z
PNe in the dwarf galaxy NGC 6822: Detection of new candidates,"We have discovered 13 new candidate Planetary Nebulae (PNe) in the dwarf
irregular galaxy NGC 6822, increasing its total number to 17 objects. Our
sample of candidate PNe is complete down to 3.5 mag below the brightest PN.",2005-03-15T11:29:27Z
"Color--Magnitude Diagrams and Luminosity Functions down to the Hydrogen
  Burning Limit. III. A Preliminary HST Study of NGC6791","Using HST ACS/WFC images, we derive the color--magnitude diagram of the old,
metal-rich open cluster NGC 6791 to nearly 29th magnitude in V, which is the
neighborhood of the hydrogen-burning limit.Comparison with isochrones leads to
a discussion of the distance modulus, the reddening, and the age of the
cluster. By making a statistical correction for field stars we derive a
preliminary luminosity function, and a very tentative mass function. The white
dwarf sequence is clearly shown, and has been discussed in a separate paper.",2005-04-28T09:32:13Z
